iter	Logloss
228	0.5734078688
229	0.5732948833
230	0.5731539623
231	0.5730095465
232	0.5729308645
233	0.5728372304
234	0.5727358855
235	0.5726406849
236	0.5724618734
237	0.5721892779
238	0.5720157783
239	0.5719076577
240	0.5717102734
241	0.5715941537
242	0.5714448149
243	0.5712986956
244	0.5711402308
245	0.5709605027
246	0.5707858281
247	0.5706658336
248	0.5705324614
249	0.5703714479
250	0.570255524
251	0.5701222974
252	0.5699761557
253	0.5698764552
254	0.5697767046
255	0.5696767636
256	0.5695091881
257	0.5694169068
258	0.5693218799
259	0.5691589217
260	0.56901323
261	0.5689367112
262	0.5688461219
263	0.5687587848
264	0.5685905217
265	0.5685029279
266	0.5683567702
267	0.5682550552
268	0.5681169485
269	0.5679914848
270	0.5678069379
271	0.5676527882
272	0.5675052814
273	0.5673761075
274	0.5672764313
275	0.5671426575
276	0.5670297208
277	0.5669516918
278	0.5668559331
279	0.5666789594
280	0.5665669107
281	0.5664303794
282	0.5662642888
283	0.5661680854
284	0.5660739131
285	0.565944094
286	0.5657551515
287	0.5656451507
288	0.5655332765
289	0.5654137977
290	0.5653227519
291	0.5651383153
292	0.5649626985
293	0.5647749619
294	0.5646124916
295	0.5645104315
296	0.5643648668
297	0.5642657755
298	0.5641672637
299	0.5640557835
300	0.5639954401
301	0.5638796633
302	0.5637016448
303	0.5635793956
304	0.5633968345
305	0.5632349406
306	0.5630756218
307	0.5629172283
308	0.562735258
309	0.5625619074
310	0.5624359735
311	0.5622988383
312	0.5621706061
313	0.5619943268
314	0.5617624822
315	0.5616461543
316	0.5615166049
317	0.5613401252
318	0.5611828528
319	0.5610874562
320	0.5609576639
321	0.5608336266
322	0.560686274
323	0.5605717803
324	0.5604584879
325	0.5603267032
326	0.5601359598
327	0.5599914772
328	0.5598854696
329	0.5597835121
330	0.5596524262
331	0.5595454316
332	0.5594287925
333	0.5592807944
334	0.5590814694
335	0.558972855
336	0.5588157367
337	0.5587369943
338	0.5586372742
339	0.5584451992
340	0.5582890744
341	0.5581377316
342	0.5579471884
343	0.5578376718
344	0.5577005178
345	0.5575328608
346	0.5573816861
347	0.5572407686
348	0.5569996809
349	0.5568690182
350	0.5567562521
351	0.5566794223
352	0.5565215435
353	0.5563773181
354	0.5561690782
355	0.5560496436
356	0.5559350688
357	0.5557736152
358	0.5556348762
359	0.5554962517
360	0.555328676
361	0.5551436736
362	0.5549572013
363	0.5548457657
364	0.5546958404
365	0.5545306021
366	0.5544364957
367	0.5542739372
368	0.5541115269
369	0.5540041569
370	0.5538715896
371	0.5537702968
372	0.5536798126
373	0.5535461325
374	0.5534274965
375	0.5533213454
376	0.5531535909
377	0.5529960904
378	0.5528387249
379	0.5527376256
380	0.5525968334
381	0.5523904216
382	0.5522859104
383	0.5521135434
384	0.5519921173
385	0.5517447806
386	0.5515927329
387	0.5514466386
388	0.5512746333
389	0.5511529512
390	0.5509476003
391	0.5508404565
392	0.5507250864
393	0.5505117028
394	0.5503939974
395	0.5501621843
396	0.5500439021
397	0.5499020477
398	0.5497583536
399	0.5495601734
400	0.5494338732
401	0.5492662124
402	0.5491271579
403	0.5490204008
404	0.5488226403
405	0.5486575372
406	0.5484742731
407	0.548371272
408	0.5482093025
409	0.5480323336
410	0.5478384231
411	0.547713834
412	0.5475249188
413	0.5473817019
414	0.547272529
415	0.5471041947
416	0.5469834389
417	0.5467989164
418	0.5466282358
419	0.5464471628
420	0.5462709736
421	0.5462030636
422	0.5460921418
423	0.5459221465
424	0.5457286922
425	0.5455623357
426	0.545438486
427	0.5452257288
428	0.5450908289
429	0.5449364306
430	0.5448233839
431	0.5447151423
432	0.5445316625
433	0.5443682839
434	0.5442345468
435	0.5441157086
436	0.5439602945
437	0.5438002121
438	0.5436678822
439	0.5434879515
440	0.5433753799
441	0.5431919415
442	0.5430722284
443	0.5429114018
444	0.5427534392
445	0.5426197519
446	0.5424742579
447	0.5423310934
448	0.5422214228
449	0.5420911737
450	0.5419287882
451	0.5417235379
452	0.5415968498
453	0.541461901
454	0.5413277097
455	0.541195039
456	0.5409961352
457	0.5409143121
458	0.5408046865
459	0.5406680981
460	0.5405399411
461	0.5403775402
462	0.5402749327
463	0.5400498321
464	0.5399230868
465	0.5397507716
466	0.539573871
467	0.5394328642
468	0.5393165133
469	0.5391929796
470	0.5390576203
471	0.5388893667
472	0.5388002662
473	0.5386820548
474	0.5385869072
475	0.5384796214
476	0.5383420062
477	0.538226137
478	0.5380820306
479	0.537981044
480	0.5378367276
481	0.53773712
482	0.5376158908
483	0.5374526635
484	0.5373205799
485	0.5371821186
486	0.5370895218
487	0.5369255133
488	0.5368197411
489	0.5366197496
490	0.536433673
491	0.5362340781
492	0.536063349
493	0.5359552705
494	0.5358741203
495	0.5357226516
496	0.5355737206
497	0.5354482024
498	0.5352822198
499	0.5351781885
500	0.535056352
501	0.5349680525
502	0.5347606548
503	0.5345843811
504	0.5344942606
505	0.5343795547
506	0.5342041992
507	0.5340360026
508	0.5339627329
509	0.5338527171
510	0.5337559324
511	0.533651364
512	0.5335111969
513	0.5333157662
514	0.5332111005
515	0.5330691789
516	0.5329269862
517	0.5328358635
518	0.532691204
519	0.5325980353
520	0.5324173945
521	0.5323090957
522	0.5322202829
523	0.5320709194
524	0.5319577888
525	0.5318258244
526	0.5316724628
527	0.5315097329
528	0.5314199107
529	0.5313258717
530	0.5312235772
531	0.5311037998
532	0.5309980477
533	0.5309049932
534	0.5307371944
535	0.5305984704
536	0.5304446473
537	0.5303028363
538	0.5301857488
539	0.5300622394
540	0.5299665747
541	0.529822056
542	0.5296916609
543	0.5295429545
544	0.5293170189
545	0.5292072293
546	0.5291106071
547	0.5289746572
548	0.5288483755
549	0.5287635696
550	0.5286643169
551	0.5285740141
552	0.5284829865
553	0.5283481526
554	0.5282241335
555	0.5280598948
556	0.5279232839
557	0.5277774246
558	0.5276592999
559	0.5275159934
560	0.5273534877
561	0.5272460462
562	0.5271341619
563	0.5269409449
564	0.526752469
565	0.5266339138
566	0.5264931595
567	0.5264178823
568	0.5263514829
569	0.526252475
570	0.5261350814
571	0.5260154129
572	0.5258874635
573	0.5257946043
574	0.5256354007
575	0.5254424273
576	0.5253373209
577	0.525208487
578	0.5250522393
579	0.5249242317
580	0.524781955
581	0.524680884
582	0.5245392647
583	0.5244460734
584	0.524324583
585	0.5241943907
586	0.5240939212
587	0.5239741523
588	0.5238734528
589	0.5237602374
590	0.5236846519
591	0.5235680787
592	0.5234486148
593	0.5233039802
594	0.5231574963
595	0.5230638799
596	0.5229579909
597	0.5228173558
598	0.522728553
599	0.522640846
600	0.5224951873
601	0.5223916412
602	0.5222539722
603	0.5221619666
604	0.5220493713
605	0.5219259253
606	0.5218160003
607	0.5216902844
608	0.5215721697
609	0.5214911995
610	0.5213743717
611	0.5211920622
612	0.5211501225
613	0.5209901433
614	0.5208764605
615	0.5207750933
616	0.520699065
617	0.520578333
618	0.5204640297
619	0.5202591748
620	0.5201615661
621	0.5200690673
622	0.5199577604
623	0.5198618012
624	0.5197127263
625	0.5195659228
626	0.5194678157
627	0.5193201685
628	0.5192177192
629	0.5190464214
630	0.5188868588
631	0.5187744695
632	0.518659263
633	0.5185317985
634	0.518435244
635	0.5183650833
636	0.5182224693
637	0.518133139
638	0.5180115498
639	0.5178835547
640	0.5177444718
641	0.5176426532
642	0.5175104339
643	0.5173633744
644	0.5172196516
645	0.5171075001
646	0.5169750954
647	0.5168562345
648	0.5167294642
649	0.5166222714
650	0.5165246701
651	0.516359032
652	0.516199752
653	0.5160927786
654	0.5159884393
655	0.5158356805
656	0.5157128831
657	0.5156086501
658	0.515507837
659	0.5154057615
660	0.5153300624
661	0.5152150653
662	0.5150694788
663	0.5149439385
664	0.5147990156
665	0.514673976
666	0.5145551541
667	0.5144477264
668	0.5143567747
669	0.5142620571
670	0.5141265662
671	0.5139984482
672	0.5138887481
673	0.5137530149
674	0.5136335045
675	0.5134909857
676	0.5133994589
677	0.5132643871
678	0.5131226865
679	0.512952706
680	0.5128094819
681	0.5126940482
682	0.5126271272
683	0.5125266954
684	0.5124258523
685	0.5122399795
686	0.5121415656
687	0.5120779909
688	0.5120057677
689	0.5119096468
690	0.5118297151
691	0.5116861484
692	0.5115577497
693	0.5114258356
694	0.5112746679
695	0.5111561838
696	0.5110655253
697	0.5109800924
698	0.5108767077
699	0.5107895441
700	0.5106567072
701	0.5105170425
702	0.5103988591
703	0.5102349365
704	0.510141181
705	0.5100174801
706	0.5099125413
707	0.5098104801
708	0.5097167623
709	0.5095890829
710	0.5095093817
711	0.509382812
712	0.5092927241
713	0.5091944253
714	0.5090858993
715	0.5089490453
716	0.508879208
717	0.5088008435
718	0.508688064
719	0.50861164
720	0.5084872663
721	0.5084009598
722	0.5082992163
723	0.5081656222
724	0.5080602472
725	0.5079705234
726	0.5078661868
727	0.5077989198
728	0.5076759252
729	0.5075614665
730	0.5074350382
731	0.5073156015
732	0.5072294359
733	0.5071288167
734	0.5070071139
735	0.5068964149
736	0.5067769523
737	0.5066636901
738	0.5065557984
739	0.506423597
740	0.5062953446
741	0.5062250568
742	0.5061024133
743	0.5060004561
744	0.5058733476
745	0.505736875
746	0.5056158844
747	0.5055142941
748	0.505412837
749	0.5052357673
750	0.5051309073
751	0.5050078805
752	0.504859383
753	0.5047407333
754	0.5046452988
755	0.5046174785
756	0.5044992109
757	0.5043881397
758	0.5042651964
759	0.5041939525
760	0.5041047344
761	0.504006756
762	0.5038859673
763	0.5037735133
764	0.5036765452
765	0.5035786289
766	0.5034892382
767	0.5033844532
768	0.5032798472
769	0.5031923066
770	0.5030999737
771	0.5030518453
772	0.5029415342
773	0.5028784713
774	0.5027838638
775	0.5026798959
776	0.5025954048
777	0.502508527
778	0.5024034447
779	0.502295875
780	0.5021668458
781	0.5020782131
782	0.5019458743
783	0.5019066746
784	0.5018158414
785	0.5017348228
786	0.5016789773
787	0.501606108
788	0.5015044838
789	0.501407872
790	0.5012980797
791	0.5011941331
792	0.5009984399
793	0.5009176707
794	0.5008117433
795	0.5007005521
796	0.5005843955
797	0.5004629103
798	0.5003398671
799	0.5002707861
800	0.5001958944
801	0.5000554006
802	0.4999587466
803	0.4998568726
804	0.499728821
805	0.4996425207
806	0.4995511412
807	0.4994214004
808	0.4993181452
809	0.4992198573
810	0.4991308243
811	0.4990491872
812	0.4989685227
813	0.4988641611
814	0.4986944755
815	0.4986012533
816	0.4985090047
817	0.4984175639
818	0.4983827872
819	0.4983121042
820	0.4982596694
821	0.4981380924
822	0.4980332257
823	0.4979165833
824	0.4978097548
825	0.4977611953
826	0.4977336521
827	0.4976321665
828	0.4975377066
829	0.4974330045
830	0.4974016878
831	0.4973096992
832	0.4972137656
833	0.4971164688
834	0.4969948198
835	0.4969089653
836	0.4968161704
837	0.4966874474
838	0.4966170104
839	0.4965398642
840	0.4964553885
841	0.4963709498
842	0.4962978031
843	0.4962003617
844	0.4960926149
845	0.4959083092
846	0.4958290481
847	0.4957139716
848	0.4956155587
849	0.4955266521
850	0.4954294642
851	0.4953422882
852	0.4952536994
853	0.4951579753
854	0.4950317793
855	0.4949465068
856	0.4948474837
857	0.4947519706
858	0.494633499
859	0.494553606
860	0.4944617416
861	0.494391747
862	0.4943383769
863	0.494235816
864	0.4941443329
865	0.494039129
866	0.4939282399
867	0.4938429807
868	0.4937308206
869	0.4936410591
870	0.4935152947
871	0.4933596381
872	0.4932880537
873	0.4931924401
874	0.4930547492
875	0.4929857578
876	0.4928477911
877	0.4927696612
878	0.4926480202
879	0.4925379398
880	0.4925168677
881	0.4923779463
882	0.4922671797
883	0.4921645163
884	0.4920804107
885	0.4919443324
886	0.4918517069
887	0.4917720357
888	0.4917006784
889	0.4916221248
890	0.4915446263
891	0.4914718807
892	0.4914311724
893	0.4913312496
894	0.4912498395
895	0.4911130133
896	0.4910542509
897	0.490962038
898	0.4909024074
899	0.4907877358
900	0.4906531836
901	0.4905436596
902	0.4904333208
903	0.4903535922
904	0.490260936
905	0.4901744904
906	0.4900642497
907	0.4899851139
908	0.4899102739
909	0.4898423978
910	0.4897016944
911	0.4896353049
912	0.4894762654
913	0.4893927443
914	0.4893138959
915	0.4892330993
916	0.4891519437
917	0.4890404967
918	0.4889248146
919	0.488858217
920	0.4887841184
921	0.4886633265
922	0.48857188
923	0.4884796393
924	0.4883800383
925	0.4882999422
926	0.4881961308
927	0.4881247632
928	0.4880558424
929	0.4879306653
930	0.4878322081
931	0.4877194982
932	0.4876059673
933	0.4875353178
934	0.4874347109
935	0.4872988618
936	0.487145733
937	0.4870826772
938	0.4869819006
939	0.4868517596
940	0.486763535
941	0.4866969368
942	0.4866159592
943	0.4865513198
944	0.4864285947
945	0.4863058553
946	0.4862309898
947	0.4861411111
948	0.4860212364
949	0.4859031361
950	0.4858457893
951	0.4857700531
952	0.4856859897
953	0.4855847384
954	0.4855402795
955	0.4854638117
956	0.4853537233
957	0.4852487667
958	0.4851453237
959	0.4850817676
960	0.4849967747
961	0.4848977929
962	0.4848382958
963	0.4847383058
964	0.4846507247
965	0.4845047302
966	0.4844219316
967	0.4842944375
968	0.4842274753
969	0.4841490804
970	0.4840187453
971	0.4839010189
972	0.4837412219
973	0.4836995931
974	0.4835751969
975	0.4835038603
976	0.4833967752
977	0.4833031761
978	0.4832162465
979	0.4831474958
980	0.483001801
981	0.4829087027
982	0.4828311311
983	0.4827064454
984	0.4826123104
985	0.4825268099
986	0.4823623367
987	0.482249191
988	0.4821711502
989	0.4820596391
990	0.4819613666
991	0.4818781117
992	0.4817942053
993	0.4817175545
994	0.4816238897
995	0.4815347163
996	0.4814706999
997	0.4813812553
998	0.4812562536
999	0.4811852122
